gene_name,microbiome_pvalue,tissue_pvalue,microbiome_logFC,tissue_logFC
WTH3DI///RAB6A,0.041,0.0101,1.3799289,0.5301239
LOC55338,0.00806,0.0101,-1.3128191,0.164835
FMO3,0.000229,0.0101,2.334446,-1.1561675
TRO,2.11E-08,0.0101,4.1322034,0.263023
NDUFS1,0.0123,0.0101,-0.7027797,-0.3711186
SLC13A3,0.00685,0.0101,1.7639722,0.2822989
E2F7,0.00703,0.0101,-1.9096535,-0.6615893
NADK,0.00147,0.0101,1.3114363,0.2780825
CAMK2B,0.000209,0.0101,1.9193655,0.5322377
AP2A2,0.000189,0.0102,1.0775905,-0.441265
SEBOX///VTN,4.35E-05,0.0102,2.4720988,0.7165879
CPNE4,0.0105,0.0102,1.5013857,0.2079318
POP4,0.0199,0.0102,0.5198488,-0.2402523
BBS9,0.0182,0.0102,1.4163449,0.1810034
PARVA,0.000331,0.0102,1.1476253,-0.4153564
ZHX2,0.000281,0.0102,1.0710845,-0.6243057
SQRDL,0.0361,0.0102,-0.5694584,-0.6786598
SRSF8,0.0467,0.0102,-0.4101546,0.3444334
CREM,5.51E-06,0.0102,1.8591108,-0.823928
ARHGEF7,0.00297,0.0103,-0.8019731,0.2658002
LOC389906,0.022,0.0103,0.9402506,0.2616075
LOC100506282,0.0316,0.0103,-0.8106089,-0.347108
FPR1,1.57E-06,0.0103,3.2568482,-1.0461771
C1QTNF7,7.33E-08,0.0103,4.1594632,0.5349145
ANGPT2,0.0049,0.0103,1.4543797,-1.0456889
TMED10,0.000632,0.0103,1.1084683,0.4129018
PGM1,0.0231,0.0103,0.5244404,0.5762518
RRN3P1,0.000622,0.0103,-2.0110192,-0.3366902
MFSD4B,0.0226,0.0103,-0.9478607,0.1888991
EPN3,0.0107,0.0103,1.3070503,1.1633491
FNIP1,0.016,0.0103,-0.5767596,-0.3879407
DPP7,0.0252,0.0103,0.897339,-0.2909063
ATL3,0.0155,0.0103,-0.7460594,0.2777514
ATXN7L3B,0.0114,0.0103,-0.6238535,0.3622836
MLIP,0.0329,0.0103,1.8350883,-1.7951425
FOXA2,0.000507,0.0103,-2.1525327,0.61069
CFLAR,0.0069,0.0103,-1.3172999,-0.5384045
DHX30,0.0116,0.0103,1.3222894,-0.2650814
SRPX2,0.000386,0.0104,2.2229971,0.1917014
STK32A,0.00892,0.0104,1.6774056,0.2555136
MZF1,0.00421,0.0104,-1.1430808,0.2241837
TAF6L,0.0293,0.0104,1.3311524,0.34613
HTR4,0.0195,0.0104,1.4038716,0.2127484
CFLAR,0.0069,0.0104,-1.3172999,-0.5587432
CDC14B,1.26E-06,0.0104,-1.7397663,-0.4885971
HABP2,0.0163,0.0104,1.099725,1.1198498
ABCB5,0.0141,0.0104,2.0009482,0.219197
GRSF1,0.00196,0.0104,-0.6958381,-0.3200513
ASF1A,0.0285,0.0104,0.7099736,-0.6007316
CYSLTR2,0.019,0.0104,1.1955806,0.2345012
COX20,0.0303,0.0104,-0.587167,-0.5261045
LOC285097,5.85E-06,0.0104,3.385057,0.3675296
HMGN5,0.0256,0.0104,1.1915905,-0.5473763
LOC101927346,0.0149,0.0104,1.7082461,0.2153364
BMP8B,0.00751,0.0104,1.5235376,0.5678061
TMOD3,0.00234,0.0104,-1.2443558,-0.6256807
SLC35F6///CENPA,0.00551,0.0105,-1.575433,-0.8100693
SYNGR1,1.51E-06,0.0105,2.6134296,0.4302823
MCTP1,0.0351,0.0105,1.3042076,-0.9783825
LINC01354,2.08E-08,0.0105,4.5433349,0.4397498
LYPLA1,1.46E-06,0.0105,-1.4896688,-0.5269012
CELF2,5.11E-06,0.0105,1.4964494,-0.5570268
SH2D1A,0.00263,0.0105,1.9988022,0.3966566
REL,0.00023,0.0105,1.2372774,0.2510184
WDR41,0.000467,0.0105,0.8676662,-0.5125439
LOC285043,0.000154,0.0105,2.2398689,0.4070725
UBAP2L,0.000284,0.0105,-1.3504669,-0.4750071
ZNF709,0.0188,0.0105,0.6330073,0.2086277
RPL35A,5.70E-07,0.0105,1.9445051,0.2300107
ADAMTS3,7.88E-07,0.0105,3.2852623,-0.7260288
BBX,0.0401,0.0105,-0.9454351,-0.3746832
UBE2J2,0.000222,0.0106,1.0427405,0.2126984
ZMAT3,0.016,0.0106,0.9999491,-0.4938007
NADK2,0.00429,0.0106,0.8345674,0.4109398
OGT,0.000297,0.0106,-0.9828339,0.2326121
CAMK2B,0.000209,0.0106,1.9193655,0.5303339
TTBK2,0.00166,0.0106,1.3391757,0.2475337
ACTG1///ACTB,0.00343,0.0106,0.6722168,-0.4958321
LARP1B,0.00536,0.0106,1.0172449,0.5559539
STC1,1.11E-05,0.0106,2.5784822,-1.1803238
COMMD5,0.00602,0.0106,1.6684705,-0.3242771
POGK,5.71E-07,0.0106,-1.9123989,-0.6338927
CHODL,0.0177,0.0106,1.4305427,0.4736979
CASC4,0.00247,0.0106,-1.9365574,-0.5004014
HNF4A,0.00069,0.0106,-1.4634115,0.2524229
HS3ST1,0.0158,0.0106,-1.8253393,0.2326325
ARMC8,1.12E-05,0.0106,-2.331167,-0.5411295
ANGPTL7,0.000779,0.0106,1.7157771,0.3523595
NDFIP2,0.0179,0.0107,0.5573453,0.5328912
LOC440434,0.00102,0.0107,-0.9188286,-0.5869277
ATL2,0.0286,0.0107,0.6334776,-0.8036163
ABHD12,1.24E-05,0.0107,1.731672,0.4353512
MDS2,0.00232,0.0107,1.1872894,0.3592336
CANX,2.90E-06,0.0107,3.3805908,0.3660696
ACTR8,0.00126,0.0107,0.9016114,0.2956696
SFPQ,0.000152,0.0107,-1.122311,-0.4271943
AES,0.00605,0.0107,1.0141947,-0.290098
CD24,0.00255,0.0107,1.0775709,1.3019471
TUBGCP2,0.00233,0.0107,2.0568901,-0.2620345
PTP4A2,0.00122,0.0107,-0.6847138,-0.3933429
GOLGA2,0.00469,0.0107,-0.9224609,-0.4874018
ABHD12,1.24E-05,0.0107,1.731672,0.6341327
SNCA,0.02,0.0107,1.1574831,0.3833966
LINC00265,0.00272,0.0107,-1.4503822,0.2900189
NUP54,0.00178,0.0107,-2.2463926,0.2058289
ST13,0.000638,0.0108,0.9280724,0.3666196
HINT1,0.000314,0.0108,-1.6841728,-0.2470143
NAP1L1,0.000358,0.0108,0.9179534,-0.3699964
LOC101930657,0.00603,0.0108,0.902773,0.2266337
LGALS8,0.0387,0.0108,0.9619262,0.3613748
MUC5AC,6.12E-07,0.0108,-6.642248,0.3119289
MIR7112///BOP1,0.00339,0.0108,1.6153697,0.6318821
SIGLEC11,1.35E-07,0.0108,5.0277924,0.5530868
HMGB1,0.000591,0.0108,-0.6366036,-0.5088118
TMEM246,0.000293,0.0108,-1.103778,0.625608
GDI2,0.000789,0.0108,0.9832256,0.3615357
DCP2,0.000267,0.0108,-1.1113095,0.2426554
MKKS,0.0162,0.0108,-0.5679337,-0.434172
BTD,0.0074,0.0108,1.1201573,0.3565125
CDKL3,0.00954,0.0108,-1.1913026,-0.2374629
ITGB5,0.00747,0.0108,-0.9386788,-0.5194846
ST3GAL6,0.0331,0.0108,1.7666284,-0.5986886
CASP6,0.00268,0.0109,-0.8700275,-0.388963
FAAP20,0.000279,0.0109,0.9048804,-0.4729379
SIGLEC8,0.0267,0.0109,1.4534728,0.2444605
CDKAL1,0.0436,0.0109,1.7506107,0.1585609
UBE2H,0.00491,0.0109,-1.135649,0.445327
SCAF4,7.87E-06,0.0109,-1.4154584,-0.253607
ZNF3,0.00193,0.0109,-0.892024,0.270468
CLCN5,0.0325,0.0109,-0.5183513,-0.2644561
XPO1,0.00236,0.0109,-0.8986821,-0.6289273
LOC284561,0.00426,0.0109,2.1882206,0.2133812
LIPH,2.12E-10,0.0109,-3.7010361,-0.69708
TBXA2R,0.0135,0.0109,1.4034312,0.3718741
TAF15,0.000109,0.0109,-1.2783841,-0.4147089
TGM2,2.08E-05,0.0109,2.8238198,-0.9298273
CALM3///CALM2///CALM1,0.000428,0.0109,0.9967418,-0.4334182
LINC00662,0.00633,0.0109,0.8235613,0.2602021
PID1,0.000748,0.0109,1.852368,0.1933479
GRIA3,0.000445,0.0109,2.706151,0.2685366
ADAMTS17,0.000166,0.0109,1.5072024,0.6763884
GEMIN8,0.00483,0.0109,-1.4023744,0.3076289
TROVE2,0.0014,0.0109,-0.7232141,-0.5342655
MCF2L,0.0014,0.011,-1.0653911,-0.6648984
GUSBP11,0.0475,0.011,1.1021512,-1.344788
LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,0.0129,0.011,2.1443323,-1.7492595
TRIM10,0.0145,0.011,-0.7909898,0.2840427
CDC42EP4,0.0059,0.011,1.7712377,0.5972166
RPL23AP32,0.00583,0.011,0.8139009,-0.4023254
SLC25A30,0.0432,0.011,1.4337628,0.2221216
UNC5C,0.0176,0.011,1.7168505,0.1429859
MCM9,0.0318,0.011,1.2186888,-0.3050984
C18orf61,3.86E-05,0.011,3.3613532,0.577965
GZMB,0.0425,0.011,0.9673065,-1.198937
HFE,0.000193,0.011,1.5557041,0.2797837
GDPD1,0.00277,0.011,-1.2337708,-0.2551771
PTPRN,0.00723,0.011,1.7721451,1.1342057
EBF1,0.0007,0.011,1.813596,-0.3049911
ZMYM3,0.00326,0.011,-0.723276,0.2483757
CYP2C9,0.00212,0.011,-1.91679,0.2432916
KDM4C,3.07E-05,0.011,-1.8883467,-0.3759682
AFAP1L1,0.000238,0.011,3.1419527,0.3716604
BORCS8,0.0118,0.011,0.7126743,-0.3850629
ARHGEF26,0.00599,0.011,1.5146241,0.3000475
MGEA5,0.000167,0.011,-1.1793588,-0.5186679
CILP2,0.0133,0.011,1.2041079,-0.9459436
BCAP29,0.0372,0.011,1.507056,-0.3050088
ZNF331,0.00394,0.0111,1.3347692,-1.0730036
NFYC,0.0001,0.0111,-2.6471959,-0.4248489
UPK3BL///POLR2J3///POLR2J2///POLR2J,0.0483,0.0111,-0.9237761,-0.585765
C20orf27,0.000844,0.0111,1.7632097,0.3729223
ST6GALNAC5,3.64E-07,0.0111,3.4332066,-0.6173227
MIR3945HG,0.00235,0.0111,2.2112671,0.375705
NFE2L2,0.00718,0.0111,-1.4231017,-0.257265
MAPK12,0.000191,0.0111,1.4691363,-0.4081118
SGPP2,0.0028,0.0111,-1.4941925,-1.0058143
NUS1///NUS1P3,0.0169,0.0111,1.1525705,0.4636791
EFNA5,6.12E-06,0.0111,-2.4547954,-0.6185907
ENGASE,9.22E-05,0.0111,-1.1328578,0.2413829
ADAMTS17,0.000166,0.0111,1.5072024,0.4778352
HMGN5,0.0256,0.0111,1.1915905,0.2778543
TMEM19,0.0135,0.0112,-0.7397472,0.2001505
ATP11A,0.0352,0.0112,0.6327491,0.3168287
NUDCD2,0.00942,0.0112,-1.5067281,0.1861321
TXN2,0.0329,0.0112,0.9418559,0.2450695
AIG1,0.00849,0.0112,0.7644398,-0.6162114
POU2F2,0.00141,0.0112,1.8450054,-0.6461011
CSNK1A1,8.56E-05,0.0112,-1.2121257,-0.360218
SORBS2,3.22E-08,0.0112,3.5009702,0.6932871
TNKS,0.0378,0.0112,1.4391633,0.164522
TBC1D24,0.000953,0.0112,1.3843586,0.6754395
FRMD4B,0.0172,0.0112,-0.6971602,0.1672995
TRMT10B,0.0104,0.0112,-1.2695314,-0.4950823
LRRC8A,0.000372,0.0112,-2.3989863,-0.8221689
FNDC3A,0.00623,0.0112,0.7251335,0.2631752
MROH8,0.0242,0.0112,1.4426754,0.2074259
USP49,0.000681,0.0112,1.7069541,0.1996484
SNX19,0.0138,0.0112,1.5869335,0.3297889
AUNIP,0.0491,0.0112,-1.3278506,0.3645445
MIA-RAB4B///RAB4B,4.90E-07,0.0113,-2.7985933,-0.3087959
COQ4,0.000899,0.0113,1.0388393,0.2889271
MCF2L,0.0014,0.0113,-1.0653911,-0.666988
PLEKHH1,0.00282,0.0113,-1.2187622,0.9735282
EXPH5,6.46E-06,0.0113,-1.5046621,-0.548942
NECAP2,0.00361,0.0113,0.9519449,0.3386846
SPPL3,0.00732,0.0113,-1.4389044,0.3503327
RALGPS2,4.17E-06,0.0113,-2.1820497,-0.5458604
PTAR1,0.000549,0.0113,-1.3220071,-0.3981459
MBNL1,0.0128,0.0113,0.6551841,0.2039914
QKI,6.14E-06,0.0113,2.6308158,-0.3588236
CR1,0.000132,0.0113,2.1906037,0.3698514
CRYZL1,0.00293,0.0113,0.6754211,-0.364037
FMNL2,0.0389,0.0113,-0.5578327,0.2229173
TRIM14,0.000635,0.0113,-1.4879588,-0.5231421
FAM49A,1.27E-06,0.0113,3.0660468,-0.6680516
FLJ35934,0.0323,0.0113,-0.6751506,0.1707002
ARFGEF3,0.0075,0.0113,-1.3331026,0.7781823
C11orf57,0.0042,0.0113,0.6477023,0.3189902
MED16,0.00418,0.0113,1.1551994,-0.6088941
ENTPD5,1.09E-05,0.0113,-2.2186479,0.2431409
TIAL1,0.0415,0.0113,0.4549978,-0.3704323
MED8,0.0278,0.0113,-1.0439097,-0.295912
DENND2D,9.79E-07,0.0113,-1.7858701,-0.3996996
CST3,0.000243,0.0114,-1.6742534,-0.4396023
PLXNC1,0.000111,0.0114,2.4631726,-0.7264212
SIAH2,0.0026,0.0114,0.8669102,0.3057841
MC2R,0.005,0.0114,1.3945969,0.21524
GALNT12,8.00E-09,0.0114,-2.4399481,-1.1170889
ZNF302,0.0292,0.0114,0.5233849,-0.5918595
PDCD6,0.000173,0.0114,-1.528673,-0.3405009
LCN12,0.0207,0.0114,0.7766283,0.3402532
ZBTB45,0.019,0.0114,1.4501671,0.2418021
MBOAT7,0.00941,0.0114,1.0037333,-0.4991195
TAGLN3,0.00253,0.0114,1.6171131,0.4650893
RPL15,7.44E-05,0.0114,1.5654916,0.3933054
ELOVL4,0.00226,0.0114,2.7490414,-0.2787
CADM2,0.000447,0.0114,3.0945636,0.2538532
SREK1,0.00104,0.0114,2.0281371,-0.2970788
MEG3,6.18E-05,0.0114,3.5174347,0.194125
PCBP1-AS1,0.012,0.0114,1.2586753,0.2093959
CYB561,0.0112,0.0114,1.2041548,0.3474232
HABP4,0.00133,0.0114,1.1284593,0.173108
HELB,0.039,0.0115,-1.2840746,0.2294891
SRSF10,0.014,0.0115,-0.6649395,-0.4525173
KALRN,0.000174,0.0115,2.7806817,0.3121225
LOC100129973,0.000451,0.0115,2.5931757,0.2107832
PTEN,0.000269,0.0115,0.8820062,-0.482972
KLRB1,0.000807,0.0115,2.7201836,-0.8549657
PPARGC1B,0.000269,0.0115,-1.9334936,0.2630196
LOC101926944,0.0159,0.0115,2.184721,0.2147652
KCNJ15,0.00216,0.0115,1.8935068,1.1656345
WDR89,0.00305,0.0115,0.8041693,0.2696218
LOC441204,0.046,0.0115,1.2546,0.3337984
NEDD4L,6.33E-07,0.0115,-1.9911093,0.7269107
CDC5L,0.0329,0.0115,0.4872356,0.2699727
ZMIZ2,0.0194,0.0115,-0.737848,-0.2971852
WWP2,0.00523,0.0115,-0.6570004,-0.446568
ERC1,0.000603,0.0115,1.0334594,-0.5717875
NDRG2,0.000633,0.0115,2.0766399,0.7694877
AZI2,0.000108,0.0115,1.0665493,-0.474063
DLGAP4,0.0152,0.0115,1.1817601,-0.38931
ST3GAL6,0.0331,0.0115,1.7666284,0.2083093
LOC100127886,0.0116,0.0115,2.1790866,0.2041646
ZNF775,0.00304,0.0115,1.1966513,0.1875618
LINS1,0.00497,0.0115,-0.8202839,-0.3303084
NDFIP1,0.00269,0.0115,0.6901738,-0.452437
BAG1,4.06E-05,0.0116,-1.3568798,0.3672273
RABL6,0.0268,0.0116,0.6723651,0.337307
ANAPC5,0.0102,0.0116,-0.7027415,-0.2862434
CYGB,2.70E-06,0.0116,1.7293644,0.350798
COL27A1,0.014,0.0116,-1.1246043,-0.6584291
IL23R,0.0173,0.0116,-1.7512979,0.1675893
FAM92A1,0.00157,0.0116,1.7281697,0.2014518
TCTN3,0.0145,0.0116,0.5289692,-0.2633514
YME1L1,0.00309,0.0116,1.3479277,0.2908482
EGFR,1.48E-13,0.0116,4.2815356,0.3807266
LOC158434,0.0154,0.0116,2.243907,0.5856425
PDIA3,0.000866,0.0116,-0.9142982,-0.3827571
DDX52,0.00984,0.0116,0.5959876,-0.4463316
EPS8L1,9.23E-06,0.0116,-2.4197397,-1.114157
SGSM3,0.000662,0.0116,-1.2536055,0.3811643
COL3A1,3.68E-05,0.0116,2.6304084,-0.9125605
CAMTA1,0.00663,0.0116,-1.4635312,-0.325823
FGF14,0.0244,0.0116,1.6499684,0.2309123
UGGT1,0.02,0.0116,-0.6451813,0.3054384
DDX52,0.00984,0.0117,0.5959876,-0.4021386
IGLJ3///IGLV@///IGLC1,0.0325,0.0117,1.5885483,-1.9343429
MFSD2A,7.56E-05,0.0117,-2.9620787,-1.0544159
MEOX1,5.65E-06,0.0117,4.0977423,-0.8841452
C8orf58,0.00684,0.0117,1.7043261,-0.4949789
PTPMT1,0.00748,0.0117,0.7577873,0.2540875
HFE,0.000193,0.0117,1.5557041,-0.3658488
LRRFIP2,0.000188,0.0117,-1.8801071,-0.39915
C1RL,0.0435,0.0117,0.5151571,-0.6144484
ANKS1B,5.87E-06,0.0117,3.6389661,0.325167
CALD1,2.70E-06,0.0117,2.1154969,-0.2558221
AP2A2,0.000189,0.0117,1.0775905,-0.41989
MFSD5,0.0441,0.0117,0.4223626,-0.359683
PGM2L1,0.0016,0.0117,-1.6365323,-0.3948302
VNN3,0.0306,0.0117,1.8541082,0.1983587
PDZD3,0.000516,0.0117,2.2772685,0.5359393
CD209,0.00182,0.0117,1.6043915,0.2464596
RHOQ,0.00031,0.0117,1.3677587,-0.5512145
BEST1,0.000845,0.0118,1.5831337,0.2309573
TACR1,0.0193,0.0118,1.7524398,0.2959445
SNORD42A///RPL23A,0.0011,0.0118,0.9781356,-0.1518911
MC2R,0.005,0.0118,1.3945969,0.2517921
NTRK2,5.32E-06,0.0118,3.7078868,1.8316736
PADI4,0.00171,0.0118,2.2269583,0.2535305
PAK1IP1,0.023,0.0118,-0.6744588,-0.390393
PDE4D,5.74E-07,0.0118,-2.8103248,-0.8462171
DCTN4,0.0235,0.0118,0.510975,0.4359166
MRPL57,0.0104,0.0118,-0.5780095,-0.3730589
TTTY8B///TTTY8,0.0197,0.0118,-0.8371536,0.2808177
CD1E,0.0279,0.0118,1.0799406,-0.6061148
SCAMP1,9.46E-05,0.0118,-1.1840964,-0.3694205
PPFIBP1,0.00759,0.0118,0.7341988,0.2076537
WDR1,7.49E-05,0.0118,-1.22388,-0.7148866
PPM1K,0.00204,0.0118,0.8963475,0.1688345
GUCA1C,5.24E-11,0.0118,7.1879719,0.607052
SASH1,0.000341,0.0118,2.4405817,-0.7674096
SNORA68///RPL18A,2.42E-05,0.0119,1.8805837,0.2501339
RGN,1.52E-05,0.0119,3.7568927,1.1618105
CASP9,0.0149,0.0119,1.283094,-0.3791675
RNF14,0.00421,0.0119,0.7021324,0.1411704
LOC643201,0.00792,0.0119,-1.4548556,0.2390023
CLIP2,0.00383,0.0119,-1.2773581,-0.5138727
MYL9,6.93E-08,0.0119,4.6425845,0.3336711
RIOK3,0.000117,0.0119,-1.0191371,-0.7248214
FAM120A,0.00162,0.0119,-0.7472459,0.168555
VAC14,0.0499,0.0119,0.7796561,0.2610027
TRIM2,5.45E-09,0.0119,-2.6392083,0.3790041
ZNF224,3.45E-05,0.0119,-1.3155282,-0.2835825
MTHFD2L,0.00443,0.0119,-1.4570887,0.3364818
RAB1A,0.00498,0.0119,-0.9643602,-0.2591832
SSR1,0.0194,0.0119,0.7289942,0.6080536
CD22,0.00463,0.0119,1.6499419,0.2885579
CSNK1A1,8.56E-05,0.0119,-1.2121257,-0.4429911
ST7L,0.00642,0.012,1.1843366,0.3081002
LOC374443,0.00364,0.012,1.8801604,-0.3598548
UHMK1,7.12E-05,0.012,-1.3180919,-0.6258088
FMNL3,0.00133,0.012,2.1933321,-0.5583243
USP32///USP6,8.13E-05,0.012,-1.3147796,-0.5075895
LOC101930373///HYDIN2///HYDIN,2.31E-06,0.012,2.0890722,0.2145911
ARHGEF39,0.000185,0.012,-1.9907217,0.2005832
CTBP2,0.00132,0.012,-0.8915871,-0.4865896
TRIM61,0.00192,0.012,1.2691417,-0.2161468
PLD3,1.75E-05,0.012,1.6943576,-0.677878
DPCR1,0.0133,0.012,-4.2631208,-2.2875607
HDAC5,0.00316,0.012,1.2851079,0.2136246
CSNK2A1,0.00822,0.012,-0.6622577,0.28042
MUC5AC,6.12E-07,0.012,-6.642248,0.9348389
NPAS3,0.00588,0.012,1.0611932,0.3234143
FYTTD1,7.34E-05,0.012,1.1587853,0.4352689
SETMAR,0.00156,0.012,0.9569942,-0.4063686
DPY19L1,0.0245,0.012,-1.6321843,0.1679816
KCNMB1,0.00612,0.012,-1.002292,0.338032
RPL35,6.88E-05,0.012,1.6186392,0.2320875
MORC2,0.0173,0.0121,-1.2330606,-0.5860871
RPAP2,0.027,0.0121,-0.8987053,0.2287362
PTGER3,5.15E-08,0.0121,4.55721,0.1989154
TNFRSF11A,0.004,0.0121,-1.6629725,-0.8987427
AASDHPPT,0.00139,0.0121,0.8586042,0.3075734
WBP11,0.00113,0.0121,0.9026968,-0.5047486
MTUS1,0.00012,0.0121,1.2789621,0.9193832
DUS4L,0.0191,0.0121,-0.8556731,-0.194898
MIS18A,0.00207,0.0121,-1.2035578,0.1750107
DNAH14,0.0302,0.0121,0.8255976,0.4752832
ERAP1,4.93E-05,0.0121,1.1554877,-0.9373523
NFYA,0.0296,0.0121,-1.3299289,0.160365
SLC30A8,0.000106,0.0121,3.4230771,1.2835711
RNASET2,0.0129,0.0121,0.9922106,-0.7092961
TCTN1,0.000665,0.0122,1.503358,-0.296273
N4BP2L1,3.63E-05,0.0122,1.4787578,0.2110211
ADCY1,6.17E-06,0.0122,2.8135558,0.9447282
ADAMTSL1,0.0496,0.0122,1.2947653,0.2199507
CD22,0.00463,0.0122,1.6499419,0.3541045
TDGF1P3///TDGF1,0.0446,0.0122,-1.7335327,0.2768368
RBM14,0.00893,0.0122,1.445365,-0.4558038
TGFB2,0.0237,0.0122,1.4348694,-1.0722536
CCDC88A,0.00893,0.0122,1.5955686,-0.2372111
HERC1,0.0154,0.0122,-1.5037184,-0.4209566
USPL1,0.0377,0.0122,-1.3756775,-0.3807496
ZNF207,3.29E-05,0.0122,-2.3033795,0.1933632
MAPKBP1,0.0062,0.0122,1.8697934,0.2817198
ROBO4,3.03E-05,0.0122,2.5075518,-0.9348843
KLF7,0.00341,0.0122,-1.2856386,0.2660184
STUB1,0.00186,0.0122,0.8257647,0.2094846
CBR4,0.00011,0.0122,-1.4681002,-0.5371873
ZC3H14,0.000229,0.0122,1.0013686,-0.4236305
DLG1,5.33E-10,0.0122,-2.3599829,-0.8500102
TRPM3,0.000974,0.0123,2.1602617,0.3381045
DCUN1D5,0.0354,0.0123,0.5765949,0.2509355
CD80,0.0225,0.0123,0.9116332,-0.3120825
KRAS,2.06E-06,0.0123,-1.7490117,-0.6412964
TNRC6A,8.77E-06,0.0123,2.8204754,-0.3153507
FAHD2A,0.00151,0.0123,1.2402649,0.2949145
LOC284561,0.00426,0.0123,2.1882206,0.2436507
TXNL1,0.00262,0.0123,1.3991138,0.3379429
HECA,0.0127,0.0123,-1.8418572,-0.5115552
COX4I1,0.021,0.0123,-0.7442591,-0.2078286
CABLES1,0.000323,0.0123,-0.9666542,-0.4147921
UBA6,7.22E-06,0.0123,-1.3502934,0.2096416
ADGRF5,1.23E-06,0.0123,2.767735,-1.1391911
LIN9,0.0162,0.0123,-1.1384985,-0.1998118
TMPO,0.0482,0.0124,-0.5349425,0.1534221
RAB39B,1.10E-06,0.0124,5.0436226,0.500727
TMEM204,6.79E-05,0.0124,2.8713208,0.3973216
COMMD10,0.00033,0.0124,0.9487158,0.4572977
PRAM1,0.00451,0.0124,1.2401299,0.4185709
PRDX2,0.0228,0.0124,1.0388567,-0.2793661
VCAM1,0.00023,0.0124,3.1135425,-1.2066048
C5orf46,0.0412,0.0124,1.0415045,-1.9357095
HMGN3-AS1,0.0441,0.0124,1.2334358,0.2542068
TACO1,0.0467,0.0124,-0.4139163,0.3384554
ESR2,0.00845,0.0124,1.6932467,0.2474391
ZNF709,0.0188,0.0124,0.6330073,0.2186116
POSTN,0.00172,0.0124,2.2827662,-0.4238291
INTS10,5.44E-06,0.0124,-1.8989963,0.2708354
CECR2,1.90E-08,0.0124,4.5983647,0.7670952
EZH1,0.0009,0.0124,1.0876311,-0.4035929
ACTG1///ACTB,0.00343,0.0124,0.6722168,-0.4857393
UNC5C,0.0176,0.0124,1.7168505,-0.7224693
WDYHV1,3.41E-05,0.0125,1.0391195,0.4577009
ACVRL1,0.000128,0.0125,2.7147741,-0.6998934
SOX4,0.0367,0.0125,-0.9019914,-0.6535973
BDH1,9.03E-05,0.0125,-1.8868285,0.2517343
CTBP1,0.0179,0.0125,0.6654096,-0.2762048
HNRNPC,5.88E-05,0.0125,-2.074628,0.3174212
WDFY3,0.000978,0.0125,1.0026465,-0.2713171
FUS,0.0119,0.0125,-0.8784702,0.1682205
ABCB6,0.0359,0.0125,-0.7778583,-0.6056527
PMCHL1,0.00243,0.0125,1.4034312,0.1369052
STARD8,0.018,0.0125,0.8326931,0.3926921
B3GALNT2,0.00128,0.0125,1.0654786,0.5102518
GRK2,2.61E-05,0.0125,2.3034748,-0.2917866
HAGH,0.00132,0.0126,1.0066367,0.330813
NDUFAF5,0.000156,0.0126,-0.8639,0.1779316
TAGAP,0.00132,0.0126,1.7711952,-0.6121893
SNRNP48,9.23E-05,0.0126,-1.4076668,-0.6399445
SNORA64///RPS2,1.44E-06,0.0126,2.1775651,0.2288393
PIGC,0.0177,0.0126,-0.6077929,0.2231255
LARP1B,0.00536,0.0126,1.0172449,0.3088366
ORAI2,0.00955,0.0126,0.7222778,-0.519667
GAP43,1.18E-08,0.0126,5.1032995,0.290117
MBOAT2,5.12E-07,0.0127,-2.6901018,-0.5912718
LRP12,0.0031,0.0127,2.3867102,-0.5772837
LAPTM4B,6.33E-05,0.0127,1.2397889,0.7204582
ZNF419,0.0487,0.0127,0.4200891,0.204323
RGS5,1.89E-05,0.0127,2.9630714,-1.4240261
KCNJ15,0.00216,0.0127,1.8935068,0.7366054
FBXL6,0.00363,0.0127,-1.2197741,-0.451127
TMEM99,0.000571,0.0127,1.3979468,0.3541452
TCP11L2,0.00334,0.0127,-1.8861013,0.2590634
CHST12,7.37E-05,0.0128,1.7208553,-0.3578084
ANGPT2,0.0049,0.0128,1.4543797,-0.7716816
RAB4B-EGLN2///EGLN2///RAB4B,4.96E-06,0.0128,2.3990847,0.3109923
AGO3,0.0357,0.0128,-1.1623227,-0.259357
SLC45A3,0.00249,0.0128,-0.8002824,0.2709798
AXL,3.36E-06,0.0128,2.8932568,-0.2299282
CCDC8,3.39E-09,0.0128,2.2465108,0.3677934
GUSBP11,0.0475,0.0128,1.1021512,0.2269696
ARHGAP21,0.00105,0.0128,-1.0412589,-0.4962975
PPM1F,0.00426,0.0128,1.0712508,-0.4905652
POC1B,1.10E-07,0.0128,-1.9603913,-0.689492
LOC101928589///TMEM164,0.000104,0.0128,-1.1373627,-0.4135254
ATP5F1,0.00683,0.0128,0.633924,-0.2456143
PUS10,0.000209,0.0128,1.2255111,-0.2355782
MATR3,0.0376,0.0129,-0.9933157,-0.7449413
KCNC1,0.00334,0.0129,2.1615042,0.270583
LINC01330,0.0124,0.0129,2.0307813,0.1515036
RAB27B,4.96E-07,0.0129,-2.1628349,-1.2047423
CCDC88C,9.41E-06,0.0129,-2.113288,-0.6264211
SLC23A2,0.00118,0.0129,-2.0813668,-0.5104725
SLC16A1-AS1,0.0106,0.0129,1.5613188,0.2255239
